id,Label,Tipo,Asignatura,Unidad,Semestre,Competencia,Nivel_Dominio_formativo,Ciclo_formativo,Nivel_Logro_Aprendizaje,Linea_formativa
647,- Interaccionismo simbólico,Contenido,TSO_129,3,1,7,Basico,Basico,N2-Comprender,Ciencias Sociales
648,"- Psicología Social, Trabajo Social y problemas sociales",Contenido,TSO_129,3,1,7,Basico,Basico,N2-Comprender,Ciencias Sociales
649,"RA_129_U3.1: Identificar el campo de estudio de la psicología social a partir de sus antecedentes, elaboraciones actuales y vínculos con el Trabajo Social",R_A,TSO_129,3,1,7,Basico,Basico,N2-Comprender,Ciencias Sociales
650,- Socialización,Contenido,TSO_129,3,1,7,Basico,Basico,N2-Comprender,Ciencias Sociales
651,"- Motivación: definición, componentes y modelos. Las necesidades humanas. Frustración, desesperanza aprendida - Actitud: definición y componentes. Estudios, comunicación persuasiva y cambio de actitudes",Contenido,TSO_129,3,1,7,Basico,Basico,N2-Comprender,Ciencias Sociales
652,- Subjetividad,Contenido,TSO_129,3,1,7,Basico,Basico,N2-Comprender,Ciencias Sociales
653,"- Percepción social: prejuicio y estereotipos, procesos de atribución, disonancia cognitiva, representaciones sociales, aprendizaje social",Contenido,TSO_129,3,1,7,Basico,Basico,N2-Comprender,Ciencias Sociales
654,"- Fenómenos grupales y de masas: obediencia, sumisión y conformismo, poder, violencia, interacción social, identidad grupal, altruismo",Contenido,TSO_129,3,1,7,Basico,Basico,N2-Comprender,Ciencias Sociales
655,- Descripción de fenómenos sociales a la luz de los conceptos centrales de la psicología social,Contenido,TSO_129,3,1,7,Basico,Basico,N2-Comprender,Ciencias Sociales
656,RA_129_U3.2: Identificar los principales conceptos y fenómenos que estudia la psicología social,R_A,TSO_129,3,1,7,Basico,Basico,N2-Comprender,Ciencias Sociales
657,- Realización de comparaciones de la evolución de la economía con los siguientes conceptos: - Historia de la Economía - Modelos económicos - Relación de la Economía con otras disciplinas - Economía como ciencia social ,Contenido,TSO_096,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
658,RA_096_U1.1: Identificar la evolución de la Economía en el tiempo ,R_A,TSO_096,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
659,- Relación entre Economía y Escasez,Contenido,TSO_096,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
660,- Principios de la Economía,Contenido,TSO_096,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
661,- Costo Oportunidad,Contenido,TSO_096,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
662,- Conceptos de Ventaja Comparativa y Absoluta,Contenido,TSO_096,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
663,- Frontera de Posibilidades de Producción,Contenido,TSO_096,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
664,- Ganancias del comercio,Contenido,TSO_096,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
665,"RA_096_U1.2: Identificar los conceptos básicos de la Economía, en el contexto económico de un territorio. ",R_A,TSO_096,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
666,- Concepto de Mercado,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
667,- Ley de la Demanda,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
668,- Determinantes de la demanda,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
669,- Ley de la Oferta,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
670,- Determinantes de la Oferta,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
671,- Equilibrio de Mercado,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
672,- Exceso de Demanda y oferta,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
673,- Escasez y excedente,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
674,- La Mano Invisible,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
675,- Operatoria para determinar el equilibrio del mercado.,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
676,RA_096_U2.1: Identificar los conceptos básicos que comprende la Microeconomía y cómo estos se relacionan ,R_A,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
677,- Concepto de excedente del mercado (consumidor y del productor).,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
678,- Distorsiones del mercado,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
679,- Mecanismos de corrección y aplicación de impuestos,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
680,- Recaudación fiscal y la pérdida social neta,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
681,- Externalidades del mercado y cómo afectan,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
682,- Tipos de externalidades - Negativas e impuesto pigouviano - Positivas y subvenciones,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
683,- Fenómenos que se presentan en el mercado en las actividades diarias.,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
684,RA_096_U2.2: Distinguir las variables que explican la generación de eficiencia y bienestar en el mercado identificando las distorsiones y sus mecanismos de corrección ,R_A,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
685,- Concepto de elasticidad,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
686,- Elasticidad precio demanda,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
687,- Determinantes de la elasticidad,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
688,- Efecto de la elasticidad sobre el ingreso de las empresas.,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
689,"- Bienes normales, inferiores y de lujo, sustitutos y complementarios",Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
690,- Elasticidad cruzada de la demanda.,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
691,- Elasticidad de la oferta.,Contenido,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
692,"RA_096_U2.3: Distinguir los determinantes de la elasticidad de los bienes y servicios, con las decisiones de empresas y consumidores ",R_A,TSO_096,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
693,- Concepto de Macroeconomía,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
694,- Concepto de producción y crecimiento,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
695,- Producto Interno Bruto (PIB),Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
696,- Componentes del PIB,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
697,- Cómo se determina el PIB,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
698,- Producto Nacional Bruto (PNB),Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
699,- Diferencias entre el PIB y el PNB,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
700,- Índice de Precios al Consumidor (IPC),Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
701,- Cálculo del IPC,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
702,- Importancia del IPC,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
703,- Concepto de Inflación,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
704,- Efectos de la Inflación,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
705,- Concepto de Indexación o Indización,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
706,- Costos de la Inflación,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
707,"RA_096_U3.1: Identificar las variables claves que inciden en la producción y sus efectos en el ingreso, crecimiento y calidad de vida, explicando sus niveles y variaciones ",R_A,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
708,"- Concepto de desempleo,",Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
709,- Tasa de desempleo,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
710,- Causas que generan el desempleo,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
711,- Población activa e inactiva,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
712,- Tasa de desocupación,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
713,- Concepto de Cesantía,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
714,- Efectos de la Cesantía,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
715,- Efecto de los salarios mínimos,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
716,"RA_096_U3.2: Distinguir los indicadores de desempleo, su utilidad e incidencia en la producción ",R_A,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
717,- Política Monetaria y su relación con el Banco Central,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
718,- Operaciones de Mercado Abierto,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
719,- Política Fiscal y su relación con el Ministerio de Hacienda,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
720,- Ingresos y gastos del sector público,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
721,- Reglas del superávit estructural,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
722,- Diferenciación: Política Monetaria / Política Fiscal,Contenido,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
723,RA_096_U3.3: Distinguir las herramientas de política económica del Banco Central y del Ministerio de Hacienda y los efectos de sus decisiones ,R_A,TSO_096,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
724,"- Contexto moderno-industrial: transformación de las ideas medievales, ilustración e industrialización, cambios poblacionales, pobreza y problemas sociales",Contenido,TSO_131,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
725,- Nacimiento de la sociología clásica en el contexto de la sociedad moderna y el ideario ilustrado,Contenido,TSO_131,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
726,"- El nacimiento de la sociología y su compromiso con las ideas de progreso y evolución (Saint-Simon, Comte y Durkheim)",Contenido,TSO_131,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
727,- Los primeros estudios sociológicos y el nacimiento de la sociología empírica,Contenido,TSO_131,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
728,RA_131_U1.1: Identificar el nacimiento de la sociología en el contexto de la sociedad moderna occidental,R_A,TSO_131,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
729,- Las primeras décadas del siglo XX y la crisis de la razón moderna: - Primera Guerra Mundial y el fin del antiguo orden europeo - Nacionalismos y expansionismo - La Gran Depresión,Contenido,TSO_131,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
730,"- Vertientes críticas de la modernidad: - Marxismo como crítica del capitalismo - El desencantamiento weberiano - Marxismo crítico: Escuela de Frankfurt, Gramsci y marxismo anglosajón",Contenido,TSO_131,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
731,- Nietzsche y la muerte de Dios,Contenido,TSO_131,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
732,- Características de la sociología crítica en la sociedad moderna.,Contenido,TSO_131,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
733,RA_131_U1.2: Identificar los principales acontecimientos históricos que reflejaron un quiebre de la modernidad como proyecto ilustrado y la aparición de una sociología crítica,R_A,TSO_131,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
734,- Estado benefactor y fordismo. El nuevo pacto social,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
735,- Guerra Fría y nuevo orden mundial.,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
736,- Triunfo de la sociedad de masas.,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
737,- Caracterización del contexto histórico de la sociedad postguerra.,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
738,RA_131_U2.1: Describir el contexto histórico de las sociedades de postguerra,R_A,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
739,- El nacimiento de la teoría del conflicto en el debate de posguerra.,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
740,- Caracterización de la teoría del conflicto,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
741,- Los precursores: Lewis Coser y Ralf Dahrendorf,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
742,- La teoría del conflicto en John Rex.,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
743,RA_131_U2.2: Describir el desarrollo de la teoría del conflicto y su contexto de actuación,R_A,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
744,- George Homans y la teoría del intercambio. Individualismo y comunidad de intereses,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
745,- Caracterización de la teoría del intercambio,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
746,- Desarrollo de pensamiento crítico en la valoración de opiniones y corrientes de pensamiento.,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
747,RA_131_U2.3: Describir el desarrollo de la teoría del intercambio y su contexto de actuación ,R_A,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
748,- Herbert Blumer y Erving Goffman,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
749,- La etnometodología y el legado de la fenomenología de Husserl. Schutz y Aaron Cicourel,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
750,- Harold Garfinkel,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
751,- Caracterización del interaccionismo simbólico,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
752,- La teoría de la interacción ritual de Randall Collins,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
753,- La construcción social de la realidad de Peter Berger y Thomas Luckmann,Contenido,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
754,RA_131_U2.4: Describir el nacimiento y desarrollo del interaccionismo simbólico y sus derivaciones durante el siglo XX ,R_A,TSO_131,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
755,- Economía post-fordista. Quiebre del Estado social y ajuste neoliberal,Contenido,TSO_131,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
756,- El fin de la sociedad salarial,Contenido,TSO_131,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
757,- Nuevos movimientos sociales,Contenido,TSO_131,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
758,- Posmodernidad y globalización. La sociedad del conocimiento.,Contenido,TSO_131,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
759,- Caracterización de las sociedades postindustriales,Contenido,TSO_131,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
760,RA_131_U3.1: Describir el contexto histórico de las sociedades posindustriales ,R_A,TSO_131,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
761,- Las revisiones del marxismo. La nueva escuela de Frankfurt y el marxismo analítico - Jürgen Habermas - Grik Olin Wright - Jon Elster,Contenido,TSO_131,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
762,- Revisiones conservadoras de la modernidad - Daniel Bell y las contradicciones culturales del capitalismo - Peter Berger y la modernidad como un mundo sin hogar - Ulrich Beck y la sociedad del riesgo,Contenido,TSO_131,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
763,- La crítica posmoderna - La condición posmoderna de Lyotard - Baudrillard - Gilles Lipovetsky y la era del vacío - Gianni Vattino y la sociedad transparente,Contenido,TSO_131,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
764,"- Nuevos desarrollos en sociología - El giro culturalista. Pierre Bourdieu, Jeffrey Alexander, Philip Smith, Michel Lamont - La integración micro/macro de Anthony Giddens",Contenido,TSO_131,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
765,"- El análisis del capitalismo y la sociedad post-laboral - Luc Boltanski y El Nuevo Espíritu del Capitalismo - Zygmunt Bauman, la modernidad líquida y los nuevos pobres - Edward Thompson y La Formación de la Clase Obrera en Inglaterra - Alessandro Pizzorno y el orden en la sociedad globalizada",Contenido,TSO_131,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
766,RA_131_U3.2: Diferenciar corrientes sociológicas actuales en el contexto de la sociedad post- industrial ,R_A,TSO_131,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
767,- La historia como disciplina. Principales enfoques y corrientes,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
768,- Perspectivas sobre la historia social chilena,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
769,- Problemas sociales desde un punto vista histórico,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
770,"- Análisis histórico desde tres focos: actores, estado, intervención Social para la distinción de la comprensión histórica para el Trabajo Social.",Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
771,RA_132_U1.1: Distinguir los elementos que conforman una perspectiva histórica de los problemas sociales y su utilidad para el Trabajo Social.,R_A,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
772,- Principales características de la sociedad postcolonial,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
773,- La Guerra Civil como punto de inflexión en la historia chilena. Análisis de causas y consecuencias del conflicto,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
774,"- La nueva riqueza del salitre, urbanización incipiente y avances en infraestructura.",Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
775,"- Industrialización, proletarización y formación de los grupos obreros",Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
776,- El triunfo del liberalismo,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
777,- El modelo económico monoexportador y el ideal de modernización,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
778,- Parlamentarismo como proyecto político y Estado excluyente,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
779,- La sociedad oligárquica y la sociedad popular,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
780,- Costumbres de imitación y desarrollo de la cultura,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
781,- Mirada crítica de la realidad social chilena en torno al Centenario de la República,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
782,"- La “cuestión social”. Problemas sociales, crisis, protesta y descontento",Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
783,- Represión e incorporación de demandas como dos respuestas frente al conflicto social.,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
784,- Síntesis de las características de la sociedad oligárquica chilena.,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
785,RA_132_U1.2: Distinguir las características de la sociedad oligárquica chilena de comienzos del siglo XX ,R_A,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
786,- Crisis de la sociedad oligárquica. - Determinación de consecuencias de la crisis - Contrastación de causas y consecuencias,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
787,"- La figura de Alessandri, la agitación revolucionaria y los intentos de reforma",Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
788,- Relaciones causales de la crisis y caída del régimen oligárquico.,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
789,- Legislación social y primeras políticas sociales,Contenido,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
790,RA_132_U1.3: Describir las causas yconsecuencias de la crisis y caída del régimen oligárquico en Chile ,R_A,TSO_132,1,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
791,- La restauración del orden a partir de los gobiernos radicales. El ascenso de la clase media al poder,Contenido,TSO_132,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
792,"- Consolidación del Estado protector - Modelo de Desarrollo por Sustitución de Importaciones. “Desarrollo hacia adentro” - El nuevo Estado empresario, la CORFO - Políticas y legislación social desde los gobiernos del Frente Popular.",Contenido,TSO_132,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
793,"- Análisis específico del período de acuerdo a dimensiones sociales, políticas, económicas y culturales.",Contenido,TSO_132,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
794,"RA_132_U2.1: Distinguir los principales cambios sociales, políticos, económicos y culturales producidos en Chile desde la década del ’30 desde una perspectiva crítica de ellos ",R_A,TSO_132,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
795,- Transformación de la sociedad chilena de medio siglo.,Contenido,TSO_132,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
796,"- Costumbres, expansión cultural y nuevos usos en la vida cotidiana",Contenido,TSO_132,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
797,- Consecuencia de la II Guerra. La sociedad y la política chilena post- guerra Fría. Imperialismo en Chile,Contenido,TSO_132,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
798,- La expansión de la participación - Incorporación de sectores medios y populares - Experimentos populistas - Compromiso social y cristianismo - La situación del campo y la Reforma Agraria.,Contenido,TSO_132,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
799,- Análisis específico de la sociedad chilena en cuanto a la participación e incorporación de distintos sectores sociales.,Contenido,TSO_132,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
800,RA_132_U2.2: Distinguir las características de la sociedad chilena como un proceso de creciente participación e incorporación de los distintos sectores sociales ,R_A,TSO_132,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
801,"- Proyectos de cambio irreconciliables - La Revolución en Libertad - Críticas al modelo de desarrollo: inflación, desigualdad y exclusión - Revolución permanente y socialismo - Agitación política, polarización y conflicto",Contenido,TSO_132,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
802,- El gobierno de la Unidad Popular,Contenido,TSO_132,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
803,- Examen de la prensa y otros documentos de la época. Examen del clima de agitación creciente desde la perspectiva de los distintos actores sociales.,Contenido,TSO_132,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
804,- Análisis específico de la sociedad chilena en cuanto a procesos de cambio político.,Contenido,TSO_132,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
805,RA_132_U2.3: Explicar el proceso de escisión creciente que vivió la sociedad chilena en la década del siglo XX y las razones que generaron el Golpe de Estado de 1973  ,R_A,TSO_132,2,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
806,- El quiebre de la democracia y el Golpe de Estado de 1973.  Análisis multicausal,Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
807,"- Crisis política, represión y medidas de excepción. El nuevo proyecto político",Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
808,- Tentativas económicas en los primeros años,Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
809,"RA_132_U3.1: Distinguir las causas y consecuencias del quiebre democrático en Chile, examinado críticamente distintas perspectivas de análisis ",R_A,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
810,- Proyecto refundacional de la Dictadura Militar. Chacarillas. Constitución Política de 1982,Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
811,"- Transformación en el rol del Estado y las políticas sociales - Reforma a la Educación y la Salud. Municipalización y privatización - Atomización del Estado y principio de subsidiariedad - Las grandes reformas al sistema de pensiones, AFP y mercado del trabajo - Privatizaciones",Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
812,"- Derechos humanos, sobrevivencia y vida en el exilio",Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
813,- La crisis económica de 1982 y modelo neoliberal,Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
814,"- Los años ’80: cultura, protesta y transformación de la sociedad chilena",Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
815,"RA_132_U3.2: Distinguir las principales características del proyecto social, político y económico del Régimen Militar en Chile durante la década de los ‘80 ",R_A,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
816,- Rearticulación partidaria y fin de la Dictadura. Plebiscito y elecciones democráticas,Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
817,"- Proceso de transición hacia la democracia en los primeros años de gobierno de la Concertación de Partidos - Reformas a la Constitución - Derechos Humanos, expiación y justicia - El acuerdo cívico-militar",Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
818,- ¿Cambios en el modelo neoliberal?,Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
819,- Políticas sociales de la Concertación. Principales hitos,Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
820,- Planteamientos críticos respecto de la recuperación de la democracia en Chile,Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
821,- Valoración de la democracia desde el contexto de la sociedad chilena actual.,Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
822,RA_132_U3.3: Distinguir las características de la recuperación de la democracia en Chile y las transformaciones sociales del fin de siglo chileno ,R_A,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
823,- Análisis específico de la sociedad chilena en la actualidad y sus proyecciones,Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
824,"- Transformación de la sociedad y la cultura chilena - Apatía política y desmovilización - Consumismo y cultura de masas - Globalización de las costumbres, modelos extranjeros, viajes y modas - Cambios demográficos y culturales - Reconocimiento de la diversidad, apertura democrática y emergencia de nuevas subjetividades",Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
825,"- Sociedad chilena del siglo XXI. Tendencias, proyecciones y desafíos",Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
826,- Análisis crítico de la sociedad chilena actual,Contenido,TSO_132,3,2,7,Basico,Basico,N2-Comprender,Ciencias Sociales
